id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev
1190,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.061,3.5196
1191,33,80.0,0.7812,0.125,0.0938,9.9832,8.5676,9.1974,90.0045,90.0021,90.0012,0.1275,3.534
1192,167,30.0,0.5833,0.0833,0.3333,5.0881,5.0878,13.7084,89.9916,90.0089,120.0015,0.2234,2.7189
1193,227,40.0,0.5,0.5,0.0,9.9492,5.7608,14.1892,90.7074,90.8216,30.2868,0.1741,1.8326
1194,167,30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.057,3.8762
1195,12,80.0,0.5625,0.4375,0.0,24.337,6.0091,5.762,89.9995,103.8581,90.0002,0.0457,3.1036
1196,167,60.0,0.0,0.25,0.75,10.8972,5.4481,14.4666,89.9988,89.9993,120.0009,0.13,1.1275
1197,12,80.0,0.0,0.6562,0.3438,24.831,6.3614,6.2292,90.0002,104.6112,90.0001,0.0134,1.4475
1198,206,80.0,0.5,0.0,0.5,9.6375,9.6371,9.6374,90.001,90.0018,89.9993,0.2593,1.925
1199,12,80.0,0.5,0.5,0.0,24.402,6.0269,5.7748,89.9995,103.8357,90.0002,0.0351,2.9228
1200,33,40.0,0.25,0.1875,0.5625,5.3757,9.1728,9.7978,90.0011,89.9991,90.0003,0.2399,1.2998
1201,206,80.0,0.4688,0.3125,0.2188,9.4012,9.4008,9.4009,90.003,90.0033,89.9971,0.2002,2.4279
1202,194,80.0,0.1875,0.8125,0.0,6.3228,6.3228,23.9578,90.009,90.0035,119.9968,0.1539,2.2489
1203,206,80.0,0.3438,0.375,0.2812,9.509,9.5087,9.5087,90.0031,90.0032,89.9967,0.2113,1.9383
1204,12,80.0,0.1875,0.4375,0.375,24.6278,6.3256,6.223,90.0,104.7562,90.0001,0.0985,1.5231
1205,12,20.0,0.5,0.5,0.0,12.201,3.0134,5.7748,89.9995,103.8357,90.0002,0.0193,2.8843
1206,194,80.0,0.0938,0.8125,0.0938,6.423,6.423,24.1489,90.0018,90.0054,119.9941,0.2614,1.3059
1207,12,80.0,0.0,0.625,0.375,24.8227,6.3789,6.2612,90.0002,104.6927,90.0001,0.0093,1.4598
1208,167,30.0,0.8333,0.1667,0.0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,0.0293,4.7355
1209,33,80.0,0.4062,0.125,0.4688,10.5745,9.0318,9.6587,90.0023,90.0,90.0005,0.2797,1.4658
1210,227,40.0,0.625,0.0,0.375,9.8219,5.703,14.0841,91.0849,91.2584,30.5595,0.4105,1.4854
1211,167,30.0,0.5,0.0,0.5,5.1951,5.1948,13.9368,89.9928,90.0071,120.0015,0.3187,1.9306
1212,206,80.0,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.0987,3.2515
1213,227,40.0,0.75,0.0,0.25,5.9079,5.9077,14.4249,90.03,89.983,120.0024,0.4167,1.4829
1214,206,80.0,0.0625,0.0625,0.875,10.1533,10.1533,10.1535,90.0008,90.0008,89.9989,0.0806,0.9194
1215,12,20.0,0.125,0.0,0.875,12.2804,3.3116,6.7505,90.0002,105.9346,90.0,0.2804,0.722
1216,227,40.0,0.6875,0.3125,0.0,9.908,5.7064,14.0184,92.8796,92.5517,30.141,0.1311,2.7338
1217,227,40.0,0.1875,0.625,0.1875,10.2708,5.9501,14.662,90.9455,91.0993,30.3355,0.308,1.7309
1218,194,80.0,0.4375,0.5625,0.0,6.2421,6.2421,23.7696,90.0178,89.9991,120.0001,0.2315,2.6214
1219,167,30.0,0.1667,0.0833,0.75,5.4073,5.4068,14.3834,89.9967,90.0017,120.0012,0.1717,1.4019
1220,33,80.0,0.4375,0.4375,0.125,10.1786,8.7309,9.3551,90.0013,90.0017,90.0013,0.1387,2.5433
1221,227,40.0,0.0625,0.625,0.3125,6.1355,6.1358,14.9172,90.0122,89.9834,119.9986,0.3802,0.3358
1222,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0415,0.9106
1223,167,30.0,0.6667,0.3333,0.0,4.8947,4.8944,13.293,89.9894,90.0117,120.0012,0.0554,4.1001
1224,33,80.0,0.0,0.0625,0.9375,11.2844,9.5871,10.2114,89.9997,89.9958,90.0002,0.1605,0.7853
1225,12,80.0,0.1875,0.5,0.3125,24.6443,6.2906,6.1589,90.0,104.5929,90.0001,0.1235,1.553
1226,194,80.0,0.0938,0.4688,0.4375,6.6763,6.676,24.591,90.0029,90.0,119.9897,0.2907,0.8168
1227,227,40.0,0.5625,0.125,0.3125,9.8958,5.8174,14.5954,98.3259,99.8004,31.7301,0.4362,2.0223
1228,227,40.0,0.3125,0.0625,0.625,6.2634,6.2628,15.177,90.0273,90.0018,119.9981,0.3703,0.2064
1229,167,60.0,0.5,0.0,0.5,10.3902,5.1948,13.9368,89.9928,90.0071,120.0015,0.1502,2.4098
1230,33,80.0,0.2188,0.5938,0.1875,10.3502,8.8706,9.4916,89.9994,90.0011,90.0011,0.156,1.9834
1231,167,30.0,0.4167,0.0,0.5833,5.259,5.2586,14.0718,89.9939,90.0057,120.0015,0.2711,1.8051
1232,227,40.0,0.1875,0.8125,0.0,10.1849,5.8288,14.501,95.677,94.5833,30.087,0.1165,2.1629
1233,33,80.0,0.5,0.375,0.125,10.1493,8.706,9.3312,90.0019,90.0018,90.0012,0.1673,2.6485
1234,33,80.0,0.7188,0.125,0.1562,10.0817,8.645,9.2743,90.0041,90.0019,90.001,0.1779,3.056
1235,194,80.0,0.5625,0.3125,0.125,6.2957,6.2955,23.8363,90.016,90.0037,119.9994,0.3632,2.2573
1236,194,10.0,0.5,0.0,0.5,3.2964,3.2962,12.1828,90.0168,90.0124,119.9929,0.6121,1.42
1237,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0578,3.4948
1238,206,80.0,0.5,0.3125,0.1875,9.3604,9.36,9.3601,90.0031,90.0034,89.9971,0.2028,2.5877
1239,227,40.0,0.25,0.5,0.25,6.0462,6.0451,14.4768,90.0053,89.9994,119.9984,0.3218,1.2731
1240,12,80.0,0.3125,0.4375,0.25,24.5308,6.2201,6.0692,89.9998,104.4695,90.0001,0.1282,1.8055
1241,227,40.0,0.875,0.125,0.0,9.8046,5.6614,13.84,91.7885,91.7567,30.1664,0.1097,3.6232
1242,167,30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0995,4.3227
1243,206,80.0,0.0,0.625,0.375,9.7361,9.7362,9.7359,90.0038,90.0033,89.9951,0.1349,1.4124
1244,167,60.0,0.0,0.4167,0.5833,10.7244,5.3617,14.2797,89.9996,89.9994,120.0006,0.1582,1.2278
1245,12,20.0,0.125,0.375,0.5,12.3299,3.2067,6.3642,90.0001,105.0523,90.0001,0.0176,1.633
1246,227,40.0,0.0,0.25,0.75,6.4273,6.4274,15.5252,90.0015,89.9894,119.9927,0.3992,0.2639
1247,167,30.0,0.5833,0.0833,0.3333,5.0881,5.0878,13.7084,89.9916,90.0089,120.0015,0.2893,2.7956
1248,12,80.0,0.3438,0.3125,0.3438,24.4736,6.2637,6.1591,89.9998,104.7285,90.0001,0.1298,1.8815
1249,33,80.0,0.8125,0.1875,0.0,9.8646,8.4765,9.1059,90.0044,90.0024,90.0015,0.0518,4.0482
1250,194,80.0,0.0312,0.5625,0.4062,6.674,6.6737,24.5979,89.9986,90.0,119.9893,0.3292,0.771
1251,33,80.0,0.0625,0.6562,0.2812,10.5272,9.0115,9.6308,89.9982,90.0004,90.0007,0.1821,1.3697
1252,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0592,3.7172
1253,33,40.0,0.9375,0.0,0.0625,4.9377,8.4791,9.1113,90.0058,90.0023,90.0011,0.1078,3.7828
1254,12,80.0,0.2812,0.4062,0.3125,24.5468,6.264,6.1397,89.9999,104.6251,90.0001,0.1315,1.7033
1255,227,40.0,0.9375,0.0,0.0625,5.7464,5.7459,13.6943,90.0103,90.0017,120.0033,0.2199,2.1585
1256,167,30.0,0.3333,0.25,0.4167,5.1932,5.1928,13.9265,89.9954,90.0047,120.0011,0.1736,2.189
1257,227,40.0,0.5625,0.4375,0.0,9.9227,5.7451,14.1486,90.6851,90.7953,30.2809,0.2402,1.3953
1258,227,40.0,0.0,0.1875,0.8125,10.9802,6.3662,15.6847,91.397,91.6226,30.4126,0.2309,0.3031
1259,12,80.0,0.0,0.4062,0.5938,24.765,6.5014,6.486,90.0003,105.241,90.0,0.0798,1.0993
1260,12,80.0,0.4062,0.4375,0.1562,24.4582,6.141,5.954,89.9997,104.2464,90.0002,0.0884,2.3595
1261,227,40.0,0.625,0.0625,0.3125,10.2109,5.9138,14.5582,90.8826,91.0232,30.3092,0.4233,0.5384
1262,194,80.0,0.4062,0.2188,0.375,6.5294,6.5291,24.2753,90.0139,90.0072,119.9937,0.3065,1.1918
1263,206,80.0,0.0625,0.0,0.9375,10.2087,10.2087,10.209,90.0004,90.0005,89.9994,0.0405,1.0229
1264,33,40.0,0.1875,0.0,0.8125,5.529,9.4075,10.0338,90.0013,89.9973,90.0004,0.2733,1.0343
1265,227,40.0,0.1875,0.5,0.3125,6.1062,6.1038,14.9709,90.0372,88.1656,120.0158,0.3907,0.5706
1266,167,30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1411,3.7644
1267,33,40.0,0.0,0.75,0.25,5.2609,9.0102,9.6281,89.9974,90.0004,90.0008,0.1357,1.5152
1268,227,40.0,0.8125,0.0625,0.125,9.9424,5.7559,14.1666,90.6856,90.7939,30.2713,0.292,2.2986
1269,33,80.0,0.5938,0.2188,0.1875,10.1748,8.7211,9.3485,90.0031,90.0016,90.001,0.1416,2.6881
1270,12,80.0,0.5312,0.125,0.3438,24.2788,6.2104,6.1209,89.9996,104.7933,90.0001,0.1774,2.1064
1271,194,80.0,0.4375,0.375,0.1875,6.3808,6.3806,24.0106,90.0144,90.0044,119.9969,0.2941,1.5813
1272,206,80.0,0.0,0.0312,0.9688,10.2626,10.2626,10.2629,90.0005,90.0005,89.9992,0.0114,0.9324
1273,12,20.0,0.75,0.25,0.0,12.0711,2.9779,5.7236,89.9992,103.9258,90.0002,0.0122,3.4535
1274,33,80.0,0.2812,0.0625,0.6562,10.8409,9.239,9.8654,90.0017,89.9986,90.0004,0.2371,1.2603
1275,227,40.0,0.5625,0.125,0.3125,10.2374,5.9295,14.5988,90.9038,91.0482,30.3148,0.4512,1.1854
1276,12,20.0,0.625,0.375,0.0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,0.0221,3.2403
1277,167,30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0915,4.3487
1278,33,80.0,0.8438,0.0938,0.0625,9.9193,8.5165,9.147,90.0049,90.0022,90.0012,0.1082,3.7237
1279,12,20.0,0.625,0.375,0.0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,0.0348,3.2435
1280,12,80.0,0.25,0.1875,0.5625,24.5133,6.4128,6.4031,90.0,105.2481,90.0001,0.2346,1.2793
1281,227,40.0,0.0,0.0625,0.9375,11.0797,6.4173,15.8248,83.189,82.1134,30.3232,0.3169,0.1952
1282,167,30.0,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,0.2057,2.5812
1283,12,80.0,0.4375,0.25,0.3125,24.3844,6.2195,6.1079,89.9997,104.6791,90.0001,0.1282,1.9706
1284,194,80.0,0.7812,0.0938,0.125,6.2299,6.2296,23.672,90.0122,90.0074,120.0018,0.2883,1.8019
1285,33,40.0,0.0,0.25,0.75,5.5382,9.4298,10.0524,89.9992,89.9972,90.0,0.0944,1.0353
1286,227,40.0,0.0,0.125,0.875,6.4641,6.4638,15.7989,89.9811,90.0195,119.9908,0.3063,0.0049
1287,167,30.0,0.0,0.9167,0.0833,5.103,5.1024,13.719,90.0007,90.0004,119.9999,0.1041,2.1723
1288,167,30.0,0.8333,0.1667,0.0,4.8534,4.8532,13.2099,89.9864,90.0145,120.0016,0.0293,4.737
1289,33,80.0,0.0938,0.6875,0.2188,10.4433,8.9466,9.5658,89.9982,90.0008,90.0009,0.1571,1.7197
1290,33,80.0,0.0,0.875,0.125,10.3831,8.9053,9.5221,89.9969,90.0011,90.0013,0.0674,1.87
1291,167,30.0,0.0,0.3333,0.6667,5.4054,5.4049,14.3731,89.9992,89.9993,120.0008,0.1439,1.2072
1292,206,80.0,0.0,0.8438,0.1562,9.5422,9.5422,9.5418,90.0053,90.0045,89.9936,0.1231,1.8096
1293,227,40.0,0.375,0.3125,0.3125,10.3171,5.9767,14.7204,90.9666,91.1224,30.3317,0.3991,1.1486
1294,206,80.0,0.0,0.8125,0.1875,9.5699,9.5699,9.5695,90.005,90.0043,89.9938,0.1264,1.786
1295,12,20.0,0.375,0.375,0.25,12.2329,3.1012,6.0565,89.9998,104.4912,90.0001,0.1177,2.2708
1296,206,80.0,0.3125,0.625,0.0625,9.3282,9.3279,9.3277,90.0047,90.0045,89.995,0.1337,2.6562
1297,206,80.0,0.25,0.4375,0.3125,9.576,9.5758,9.5757,90.0032,90.0032,89.9963,0.1888,1.8955
1298,227,40.0,0.4375,0.375,0.1875,5.9567,5.9559,14.2821,90.0049,89.998,119.9987,0.2847,1.5121
1299,206,80.0,0.375,0.2188,0.4062,9.6067,9.6064,9.6066,90.0021,90.0025,89.9978,0.2179,1.9569
1300,194,80.0,0.0,0.5312,0.4688,6.7305,6.7302,24.7019,89.9977,89.9978,119.9883,0.0423,1.3061
1301,227,40.0,0.5625,0.125,0.3125,10.2574,5.9086,14.5786,95.3414,94.7241,30.2455,0.2496,1.8788
1302,194,80.0,0.375,0.25,0.375,6.5393,6.5389,24.2988,90.0133,90.0064,119.9934,0.2788,1.5425
1303,227,40.0,0.625,0.125,0.25,5.9632,5.9618,14.5611,90.0737,88.4597,120.0434,0.3347,1.8863
1304,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0717,3.411
1305,33,80.0,0.2812,0.625,0.0938,10.217,8.767,9.3882,89.9996,90.0017,90.0014,0.1262,2.2928
1306,206,80.0,0.5938,0.1875,0.2188,9.3488,9.3484,9.3485,90.0025,90.0031,89.998,0.2258,2.7552
1307,206,80.0,0.0,0.1875,0.8125,10.1241,10.1241,10.1242,90.0013,90.0012,89.9981,0.0638,0.9781
1308,194,80.0,0.0,0.4688,0.5312,6.7765,6.7761,24.7824,89.9993,89.9958,119.9877,0.0717,1.1192
1309,33,80.0,0.9375,0.0625,0.0,9.8062,8.4267,9.0582,90.0055,90.0024,90.0013,0.0463,4.5508
1310,12,80.0,0.3438,0.2188,0.4375,24.4489,6.3161,6.2554,89.9999,104.9693,90.0001,0.2152,1.2708
1311,227,40.0,0.4375,0.25,0.3125,10.2905,5.961,14.6799,90.9458,91.0978,30.3261,0.3782,1.1229
1312,206,80.0,0.0312,0.0625,0.9062,10.1941,10.1941,10.1943,90.0007,90.0007,89.9989,0.0454,0.9694
1313,33,80.0,0.125,0.625,0.25,10.4633,8.9604,9.5804,89.9987,90.0007,90.0008,0.1348,1.7413
1314,33,80.0,0.4375,0.25,0.3125,10.3865,8.8882,9.5142,90.0021,90.0009,90.0007,0.1794,2.2364
1315,33,80.0,0.3125,0.0,0.6875,10.8609,9.2528,9.88,90.0021,89.9985,90.0004,0.2595,1.2806
1316,227,40.0,0.75,0.25,0.0,5.7572,5.7565,13.7173,90.0142,90.0001,120.0034,0.1621,2.2888
1317,33,80.0,0.0625,0.4688,0.4688,10.7352,9.1688,9.7899,89.9989,89.9992,90.0002,0.2299,1.2347
1318,33,80.0,0.7812,0.125,0.0938,9.9832,8.5676,9.1974,90.0045,90.0021,90.0012,0.1434,3.2729
1319,33,40.0,0.0,0.3125,0.6875,5.5035,9.3773,9.9993,89.999,89.9976,90.0,0.186,0.9346
1320,12,80.0,0.4062,0.2812,0.3125,24.4169,6.2284,6.1143,89.9997,104.6682,90.0001,0.1568,1.8605
1321,227,40.0,0.875,0.0625,0.0625,9.948,5.7317,13.9746,91.1122,91.2721,29.7978,0.2313,1.957
1322,167,30.0,0.0,0.5833,0.4167,5.2758,5.2752,14.0928,90.0002,89.9996,120.0004,0.159,1.4087
1323,167,30.0,0.0833,0.75,0.1667,5.1255,5.125,13.7709,89.9993,90.0015,120.0002,0.1289,2.1762
1324,33,80.0,0.75,0.0938,0.1562,10.0671,8.6325,9.2623,90.0044,90.0019,90.001,0.1769,3.088
1325,167,30.0,0.0,0.0833,0.9167,5.5351,5.5345,14.6534,89.9979,89.9993,120.0011,0.1023,0.9843
1326,33,80.0,0.4375,0.5625,0.0,10.0399,8.626,9.2491,90.0008,90.0022,90.0018,0.0706,3.0042
1327,33,40.0,0.75,0.0,0.25,5.0856,8.7112,9.3419,90.0048,90.0016,90.0008,0.1638,3.2013
1328,167,30.0,0.75,0.25,0.0,4.8741,4.8738,13.2515,89.9879,90.0131,120.0014,0.0395,4.3848
1329,227,40.0,0.5625,0.125,0.3125,9.8958,5.8174,14.5954,98.3259,99.8004,31.7301,0.1959,1.865
1330,194,80.0,0.9375,0.0312,0.0312,6.1149,6.1145,23.4343,90.0072,90.0037,120.0055,0.2992,3.544
1331,167,30.0,0.5833,0.1667,0.25,5.0449,5.0446,13.6149,89.9915,90.0092,120.0014,0.1718,3.0433
1332,194,80.0,0.3125,0.4062,0.2812,6.4898,6.4896,24.2252,90.0111,90.0044,119.994,0.2578,1.5131
1333,12,80.0,0.375,0.2188,0.4062,24.4246,6.2898,6.217,89.9998,104.9005,90.0001,0.1576,1.8893
1334,33,80.0,0.375,0.0625,0.5625,10.6931,9.1229,9.7501,90.0023,89.9994,90.0005,0.2826,1.4601
1335,194,80.0,0.4062,0.3125,0.2812,6.46,6.4598,24.1547,90.0135,90.0059,119.9951,0.3486,1.1358
1336,227,40.0,0.5,0.1875,0.3125,10.264,5.9453,14.6393,90.9248,91.0731,30.3205,0.28,1.6769
1337,167,30.0,0.0,0.25,0.75,5.4486,5.4481,14.4666,89.9988,89.9993,120.0009,0.1398,1.117
1338,227,40.0,0.8125,0.1875,0.0,5.7848,5.7832,14.0917,90.0925,89.9413,120.0388,0.1983,2.6087
1339,227,40.0,0.625,0.25,0.125,5.8672,5.8667,14.0874,90.0044,89.9966,119.999,0.2942,2.0695
1340,12,80.0,0.2812,0.5,0.2188,24.5716,6.2115,6.0436,89.9999,104.3742,90.0001,0.1745,1.8732
1341,227,40.0,0.5625,0.25,0.1875,10.145,5.8396,14.402,94.6552,94.0746,30.1993,0.3376,1.7567
1342,33,80.0,0.4375,0.2188,0.3438,10.4212,8.9145,9.5407,90.0022,90.0007,90.0007,0.226,1.9482
1343,227,40.0,0.5,0.1875,0.3125,10.2921,5.9241,14.6394,95.6783,94.9673,30.2375,0.41,1.1922
1344,33,80.0,0.9062,0.0312,0.0625,9.8901,8.4916,9.1232,90.0055,90.0023,90.0012,0.1159,3.8397
1345,227,40.0,0.0625,0.8125,0.125,10.2609,5.9447,14.6531,90.9453,91.1,30.3401,0.2661,1.1602
1346,227,40.0,0.125,0.25,0.625,6.33,6.329,14.798,90.0157,90.008,120.0014,0.3129,0.8091
1347,194,80.0,0.25,0.0625,0.6875,6.8101,6.8096,24.7952,90.0171,90.0006,119.9885,0.39,0.6546
1348,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0708,3.559
1349,12,20.0,0.25,0.0,0.75,12.2319,3.2589,6.5962,90.0,105.6922,90.0001,0.3236,0.9863
1350,227,40.0,0.3125,0.375,0.3125,6.0776,6.0767,14.3233,90.0169,90.0038,120.0025,0.3284,0.9525
1351,33,80.0,0.4688,0.2188,0.3125,10.3719,8.8758,9.5022,90.0024,90.0009,90.0007,0.2206,1.9577
1352,206,80.0,0.0,0.4375,0.5625,9.9024,9.9024,9.9023,90.0027,90.0023,89.9964,0.1217,1.2103
1353,12,80.0,0.0938,0.25,0.6562,24.651,6.5097,6.5313,90.0002,105.4218,90.0,0.1898,1.0176
1354,12,80.0,0.75,0.25,0.0,24.1422,5.9558,5.7236,89.9992,103.9258,90.0002,0.0123,3.2825
1355,206,80.0,0.0625,0.4375,0.5,9.8208,9.8208,9.8207,90.0028,90.0025,89.9964,0.1588,1.339
1356,227,40.0,0.25,0.75,0.0,10.093,5.8432,14.1094,90.7464,90.8646,30.2713,0.1212,1.9139
1357,194,80.0,0.2812,0.2812,0.4375,6.6153,6.615,24.4498,90.0115,90.0041,119.9916,0.2783,1.2194
1358,194,80.0,0.2188,0.75,0.0312,6.3356,6.3356,23.9744,90.0099,90.003,119.9967,0.2086,1.3492
1359,206,80.0,0.0312,0.4375,0.5312,9.8616,9.8616,9.8615,90.0027,90.0024,89.9964,0.1375,1.2057
1360,227,40.0,0.8125,0.0,0.1875,10.0065,5.7786,14.1615,93.257,93.0611,30.2331,0.3431,2.8047
1361,227,40.0,0.375,0.625,0.0,5.8336,5.8334,14.2866,89.9961,90.0023,119.9985,0.2858,0.6696
1362,194,80.0,0.0625,0.375,0.5625,6.7788,6.7784,24.7755,90.0041,89.9963,119.988,0.2257,0.8354
1363,12,80.0,0.3438,0.3438,0.3125,24.4819,6.2462,6.127,89.9998,104.6466,90.0001,0.1734,1.855
1364,12,80.0,0.4375,0.3125,0.25,24.4009,6.1845,6.0437,89.9997,104.513,90.0001,0.1338,2.1669
1365,227,40.0,0.875,0.125,0.0,9.8046,5.6614,13.84,91.7885,91.7567,30.1664,0.1041,3.4429
1366,227,40.0,0.5625,0.4375,0.0,5.8083,5.8074,13.8157,90.0171,89.9995,120.0037,0.2002,2.064
1367,227,40.0,0.5,0.1875,0.3125,10.2921,5.9241,14.6394,95.6783,94.9673,30.2375,0.3059,1.4533
1368,12,80.0,0.0,0.875,0.125,24.8887,6.239,6.0051,90.0002,104.0178,90.0001,0.0149,1.7593
1369,227,40.0,0.75,0.0,0.25,5.9319,5.9307,14.4676,90.0846,88.4406,120.0513,0.3814,1.537
1370,206,80.0,0.4688,0.5312,0.0,9.2073,9.2069,9.2068,90.0045,90.0046,89.9956,0.1073,3.2458
1371,206,80.0,0.1875,0.3125,0.5,9.7684,9.7683,9.7683,90.0023,90.0023,89.9972,0.1696,1.5609
1372,12,20.0,0.625,0.0,0.375,12.0865,3.1006,6.134,89.9995,104.9066,90.0002,0.257,1.9608
1373,227,40.0,0.875,0.0625,0.0625,9.948,5.7317,13.9746,91.1122,91.2721,29.7978,0.2791,2.3267
1374,206,80.0,0.4062,0.2188,0.375,9.5659,9.5656,9.5657,90.0022,90.0026,89.9978,0.2295,1.9212
1375,206,80.0,0.0,0.875,0.125,9.5145,9.5145,9.514,90.0055,90.0046,89.9933,0.1127,1.8821
1376,227,40.0,0.0,0.1875,0.8125,6.4261,6.4258,15.7087,89.9818,90.0184,119.9914,0.4,0.3744
1377,167,30.0,0.25,0.5833,0.1667,5.0842,5.0838,13.6878,89.9968,90.0041,120.0005,0.1633,2.5349
1378,167,30.0,0.5833,0.4167,0.0,4.9153,4.915,13.3346,89.9909,90.0103,120.0011,0.056,3.9627
1379,206,80.0,0.3125,0.6875,0.0,9.2727,9.2725,9.2722,90.0052,90.0048,89.9946,0.3718,1.9998
1380,194,80.0,0.7812,0.0312,0.1875,6.2763,6.2759,23.7523,90.0113,90.0114,120.0006,0.3654,1.7836
1381,33,80.0,0.8438,0.0312,0.125,9.9886,8.5689,9.2001,90.0052,90.0021,90.0011,0.1604,3.4146
1382,194,80.0,0.0,0.2812,0.7188,6.9147,6.9142,25.0238,90.0059,89.9892,119.986,0.1037,0.9085
1383,33,80.0,0.1562,0.0938,0.75,11.0033,9.3675,9.9927,90.0008,89.9976,90.0003,0.2783,0.9846
1384,227,40.0,0.4375,0.4375,0.125,10.1017,5.8503,14.4097,90.8177,90.9496,30.3062,0.2052,1.8362
1385,206,80.0,0.5,0.5,0.0,9.1942,9.1938,9.1937,90.0044,90.0045,89.9959,0.1126,3.3342
1386,12,80.0,0.0,0.5625,0.4375,24.8062,6.4139,6.3254,90.0002,104.8531,90.0001,0.0334,1.3415
1387,194,80.0,0.25,0.4062,0.3438,6.5561,6.5558,24.3527,90.0092,90.0037,119.9925,0.2173,1.5616
1388,167,30.0,0.75,0.0,0.25,5.0036,5.0034,13.5318,89.9888,90.0119,120.0017,0.1731,3.1329
1389,33,80.0,0.4375,0.125,0.4375,10.5252,8.9931,9.6202,90.0025,90.0003,90.0006,0.2809,1.7493
1390,167,30.0,0.0833,0.25,0.6667,5.3847,5.3842,14.3315,89.9982,90.0005,120.0009,0.1956,1.2865
1391,206,80.0,0.5625,0.1875,0.25,9.3896,9.3892,9.3894,90.0024,90.003,89.998,0.2287,2.5801
1392,167,30.0,0.1667,0.3333,0.5,5.2777,5.2772,14.1031,89.9976,90.002,120.0008,0.1951,1.6626
1393,12,80.0,0.4375,0.3438,0.2188,24.4092,6.1671,6.0117,89.9997,104.4287,90.0001,0.0851,2.322
1394,167,30.0,0.4167,0.25,0.3333,5.1294,5.129,13.7915,89.9942,90.0063,120.0011,0.1733,2.5349
1395,33,40.0,0.5,0.5,0.0,5.0054,8.6011,9.2252,90.0014,90.0022,90.0018,0.0673,3.2094
1396,33,40.0,0.0,0.625,0.375,5.3302,9.1151,9.7342,89.9979,89.9997,90.0004,0.1234,1.4291
1397,227,40.0,0.625,0.0625,0.3125,5.9964,5.9948,14.6435,90.0731,88.0955,120.0437,0.3659,0.8688
1398,227,40.0,0.6875,0.0625,0.25,10.1947,5.8796,14.3103,92.7573,93.1534,29.9033,0.3068,1.5464
1399,33,80.0,0.9062,0.0312,0.0625,9.8901,8.4916,9.1232,90.0055,90.0023,90.0012,0.1012,3.8901
1400,12,20.0,0.25,0.375,0.375,12.2814,3.1539,6.2103,89.9999,104.7775,90.0001,0.3094,1.4044
1401,227,40.0,0.9375,0.0625,0.0,5.686,5.6858,13.9123,90.0016,90.0001,119.9973,0.1699,3.4684
1402,33,40.0,0.625,0.375,0.0,4.9761,8.5513,9.1775,90.0026,90.0023,90.0017,0.0345,3.4264
1403,227,40.0,0.625,0.375,0.0,5.7912,5.7904,13.7829,90.0162,89.9997,120.0035,0.2051,2.2236
1404,33,40.0,0.0,0.1875,0.8125,5.5728,9.4822,10.1054,89.9994,89.9967,90.0,0.1154,0.9501
1405,206,80.0,0.5625,0.2812,0.1562,9.3065,9.3061,9.3062,90.003,90.0035,89.9974,0.1944,2.8963
1406,12,80.0,0.125,0.2188,0.6562,24.6185,6.5008,6.525,90.0002,105.4321,90.0,0.232,1.0015
1407,194,80.0,0.0625,0.6562,0.2812,6.5715,6.5713,24.4135,89.9992,90.003,119.9912,0.2855,1.0688
1408,194,80.0,0.25,0.0,0.75,6.8564,6.8558,24.8757,90.0196,89.9997,119.9879,0.359,0.6341
1409,206,80.0,0.375,0.375,0.25,9.4682,9.4679,9.4679,90.0031,90.0033,89.9967,0.1935,2.3141
1410,206,80.0,0.0312,0.0,0.9688,10.2496,10.2495,10.2498,90.0004,90.0004,89.9994,0.0209,0.962
1411,194,80.0,0.5,0.1562,0.3438,6.4771,6.4767,24.1646,90.0148,90.0094,119.9951,0.4134,1.4637
1412,194,80.0,0.4688,0.375,0.1562,6.3479,6.3477,23.947,90.0151,90.0039,119.9977,0.3358,1.8958
